objectid,parentid,title,interviewees,creator,date,description,subject,subject_cdm,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,cdm_referenceurl,cdm_number,cdm_file,cdm_filepath,object_location,image_small,image_thumb,image_alt_text,object_transcript
chp1993044,chp199304,"Ren Z. Wilson, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/227,227,228.jp2,/tacomacomm/image/228.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/227/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/227/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/227,,
chp1993045,chp199304,"Crystal Graham, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/228,228,229.pdf,/tacomacomm/image/229.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/228/filename/chp1993045,,,,
chp1993046,chp199304,"Ruth C. Nordstrom, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/229,229,230.pdf,/tacomacomm/image/230.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/229/filename/chp1993046,,,,
chp1993047,chp199304,"Anne L. Gregory, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/230,230,231.pdf,/tacomacomm/image/231.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/230/filename/chp1993047,,,,
chp1993048,chp199304,"Lyn S. Wilhelm, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/231,231,232.pdf,/tacomacomm/image/232.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/231/filename/chp1993048,,,,
chp1993049,chp199304,"Ren Z. Wilson, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/232,232,233.pdf,/tacomacomm/image/233.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/232/filename/chp1993049,,,,
chp19930410,chp199304,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/233,233,234.pdf,/tacomacomm/image/234.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/233/filename/chp19930410,,,,
chp199302,,A Blue Collar Town: The Tacoma Labor Movement,"Markholt, Ottilie","Fitzpatrick, Kendra",1993,"Ottilie Markholt talks about her involvement with various Pierce County labor unions, including the Metal Trades Council and the Office Employees Union, and shares some historical perspective on the Tacoma labor movement. A noted author and historian, Markholt also describes her efforts in chronicling the histories of individual union chapters and their national affiliates and provides commentary on a series of photographs showcasing union activities during the 1920s, 1930s, and 1940s.",Historians; Tacoma; Women; Labor unions,"Markholt, Ottilie--Interviews; Historians--Washington (State)--Tacoma--Interviews; Women labor union members--Washington (State)--Tacoma--Interviews; Labor--Washington (State)--History; Women labor union members--History; Tacoma (Wash.)--History",Pierce County,47.22648533,-122.4762017,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,218,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/218/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/218/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/218,,
chp1993021,chp199302,"Labor Day Parade 1919, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/218,218,219.jp2,/tacomacomm/image/219.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/218/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/218/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/218,,
chp1993022,chp199302,"Kendra Fitzpatrick, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/219,219,220.pdf,/tacomacomm/image/220.pdf,https://cdm16786.contentdm.oclc.org/digital/collection/tacomacomm/id/219/220.pdf,,,,
chp1993023,chp199302,"Ottilie Markholt, interview transcript 1",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/220,220,221.pdf,/tacomacomm/image/221.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/220/filename/chp1993023,,,,
chp1993024,chp199302,"Ottilie Markholt, interview transcript 2 with photos",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/221,221,222.pdf,/tacomacomm/image/222.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/221/filename/chp1993024,,,,
chp1993025,chp199302,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/222,222,223.pdf,/tacomacomm/image/223.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/222/filename/chp1993025,,,,
chp199301,,Squaxin Island Lives,"Peters, Mark A., 1955-; Peters, Calvin, 1927-2011; Peters, Josephine, 1904-2000; Krise, James, 1916-2003","Bratlie, Carrie",1993,"Tribal members Mark, Calvin, and Josephine Peters and James Krise share their connections to Squaxin Island, a reservation located in the southern part of Puget Sound. Interviewees recount stories from their childhood and describe some of the hardships faced by Puget Sound Native Americans during and after the Great Depression. Mark and Calvin Peters, both tribal fishermen, also comment on the 1974 Boldt Decision, which reaffirmed fishing rights for Washington tribes.",Lushootseed peoples; Social life and customs; Indigenous peoples; Squaxin Island; Education; Government; Social conditions; Ethnic identity; Discrimination in education; Fishing; 20th century; 21st century,"Peters, Mark A., 1955- --Interviews; Peters, Calvin, 1927-2011--Interviews; Peters, Josephine, 1904-2000--Interviews; Krise, James, 1916-2003--Interviews; Krise, Randolph H; Puget Sound Salish Indians--Interviews; Puget Sound Salish Indians--Social life and customs; Indians of North America--Washington (State)--Squaxin Island; Squaxin Island (Wash.); Squaxin Island Tribe of the Squaxin Island Reservation, Washington; Puget Sound Salish Indians--Education; Puget Sound Salish Indians--Government relations; Puget Sound Salish Indians--Social conditions; Puget Sound Salish Indians--Ethnic identity; Discrimination in education--Washington (State); Traditional fishing--Northwest, Pacific",Skokomish Reservation,47.333236718451204,-123.15492036313303,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp1993011,chp199301,"Carrie Bratlie, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/104,104,105.pdf,/tacomacomm/image/105.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/104/filename/chp1993011,,,,
chp1993012,chp199301,"James and Randolph Kris, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/105,105,106.pdf,/tacomacomm/image/106.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/105/filename/chp1993012,,,,
chp1993013,chp199301,"James and Randolph Krise, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/106,106,107.mp3,/tacomacomm/image/107.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/106,,,,
chp1993014,chp199301,"Josephine Peters, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/107,107,108.pdf,/tacomacomm/image/108.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/107/filename/chp1993014,,,,
chp1993015,chp199301,"Josephine Peters, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/108,108,109.mp3,/tacomacomm/image/109.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/108,,,,
chp1993016,chp199301,"Calvin Peters, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/109,109,110.pdf,/tacomacomm/image/110.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/109/filename/chp1993016,,,,
chp1993017,chp199301,"Calvin Peters, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/110,110,111.mp3,/tacomacomm/image/111.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/110,,,,
chp1993018,chp199301,"Mark Peters, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/111,111,112.pdf,/tacomacomm/image/112.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/111/filename/chp1993018,,,,
chp1993019,chp199301,"Mark Peters, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/112,112,113.mp3,/tacomacomm/image/113.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/112,,,,
chp19930110,chp199301,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/113,113,114.pdf,/tacomacomm/image/114.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/113/filename/chp19930110,,,,
chp199405,,Winning the Hearts and Minds of Fort Lewis and McChord GIs During the Vietnam Era,"Royce, Michael, 1946-","Robb, Beula",1994,"Michael Royce discusses his time as a civil rights activist in the South and shares his thoughts on college life during the tumultuous 1960s. Drafted into the army following his graduation from college in 1968, Royce reflects on his military experience at Fort Lewis and talks about his involvement with the Lewis-McChord Free Press, an underground anti-war newspaper.",Veterans; Tacoma; Pacifists; Military; Politics; Peace movements; Vietnam War; Protest movements; 20th century,"Royce, Michael, 1946--Interviews; Veterans--Washington (State)--Tacoma--Interviews; Pacifists--Washington (State)--Tacoma--Interviews; Soldiers--Political activity--Washington (State)--Joint Base Lewis-McChord; Peace movements--Washington (State)--Joint Base Lewis-McChord; Vietnam War, 1961-1975--Protest movements--Washington (State)--Joint Base Lewis-McChord; United States--Armed Forces--Political activity; Lewis-McChord free press; Underground newspapers--Washington (State)--Joint Base Lewis-McChord",Fort Lewis,47.13428116,-122.4843895,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,245,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/245/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/245/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/245,,
chp1994051,chp199405,"Lewis-McChord Free Press cover, image",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/245,245,246.jp2,/tacomacomm/image/246.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/245/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/245/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/245,,
chp1994052,chp199405,"Beula Robb, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/246,246,247.pdf,/tacomacomm/image/247.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/246/filename/chp1994052,,,,
chp1994053,chp199405,"Michael Royce, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/247,247,248.pdf,/tacomacomm/image/248.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/247/filename/chp1994053,,,,
chp1994054,chp199405,"Michael Royce, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/248,248,249.mp3,/tacomacomm/image/249.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/248,,,,
chp199401,,The Safe Streets Campaign: Tacoma and Pierce County Respond to Youth Violence,"Flannigan, Dennis; Kleiner, Greg, 1949- ; Walton, James L.","Foster, Janice M.",1994,"Pierce County Councilman Dennis Flannigan, Safe Streets program coordinator Greg Kleiner, and Deputy City Manager Jim Walton talk about their involvement with Tacomas Safe Streets Campaign. Interviewees discuss the programs short-term and long-term goals and describe some of the difficulties in organizing grassroots movements.",Government; Tacoma; Pierce County; Nonprofit organizations; Social aspects; Crime; 20th century,"Flannigan, Dennis--Interviews; Kleiner, Greg, 1949--Interviews; Walton, James L., 1939--Interviews; City managers--Washington (State)--Tacoma--Interviews; County council members--Washington (State)--Pierce County--Interviews; Nonprofit organizations--Washington (State)--Pierce County--Employees--Interviews; Safe Streets Campaign (Tacoma, Wash.); Nonprofit organizations--Washington (State)--Pierce County; Crime prevention--Washington (State)--Tacoma--Citizen participation; Drug abuse and crime--Washington (State)--Tacoma; Gangs--Washington (State)--Tacoma",Hilltop,47.24537592,-122.452731,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,,,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp1994011,chp199401,"Janice M. Foster, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/135,135,136.pdf,/tacomacomm/image/136.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/135/filename/chp1994011,,,,
chp1994012,chp199401,"Dennis Flannigan, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/136,136,137.pdf,/tacomacomm/image/137.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/136/filename/chp1994012,,,,
chp1994013,chp199401,"Dennis Flannigan, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/137,137,138.mp3,/tacomacomm/image/138.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/137,,,,
chp1994014,chp199401,"Gregory Kleiner, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/138,138,139.pdf,/tacomacomm/image/139.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/138/filename/chp1994014,,,,
